	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_01.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_02.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d	C:\Users\Host\Downloads\chuze_03.c3d
7	34.25	2.11	2.83	0.36	-0.80	0.88	30.80	3.83	7.80	0.70	3.48	0.55	14.34	2.30	-1.05	0.73	-17.31	0.44	62.75	1.75	-7.51	2.24	-3.83	1.19	7.29	2.20	0.45	0.63	-26.09	1.19	64.36	1.56	-6.21	1.96	-10.44	2.01	32.13	3.24	-1.27	28.11	8.54	4.09	11.98	-1.86	-16.82	63.86	-8.29	-4.46	5.70	1.01	-25.42	64.97	-5.97	-9.04	34.28	2.55	0.21	29.11	7.70	3.04	16.57	-0.44	-17.45	63.66	-9.25	-4.58	6.37	0.58	-25.39	65.52	-8.28	-12.73	36.35	2.70	-1.36	35.19	7.14	3.30	14.49	-0.85	-17.67	60.73	-4.98	-2.46	9.81	-0.23	-27.46	62.59	-4.38	-9.54
8	33.53	2.08	3.75	0.34	-1.06	0.62	30.09	3.71	8.97	0.56	3.74	0.83	15.35	2.43	-1.17	0.67	-16.44	0.35	63.11	1.39	-7.24	2.32	-4.05	1.11	8.21	2.31	0.30	0.56	-25.38	0.76	64.87	1.22	-5.84	2.46	-10.31	1.99	31.48	4.02	-1.19	27.52	9.61	4.68	12.74	-1.91	-16.09	63.85	-8.07	-4.81	6.60	0.83	-24.91	65.43	-5.46	-8.95	33.47	3.37	-0.38	28.41	8.57	3.12	17.54	-0.59	-16.43	63.99	-9.04	-4.57	7.18	0.36	-24.96	65.71	-8.47	-12.59	35.63	3.86	-1.61	34.34	8.73	3.43	15.76	-1.02	-16.79	61.51	-4.62	-2.78	10.86	-0.29	-26.26	63.47	-3.60	-9.40
9	32.67	2.03	4.54	0.40	-1.14	0.44	29.24	3.47	10.07	0.58	4.01	1.06	16.14	2.55	-1.13	0.60	-16.01	0.39	63.73	1.05	-7.13	2.35	-4.09	1.06	8.89	2.28	0.18	0.44	-24.83	0.31	65.64	0.93	-5.49	2.96	-10.02	1.88	30.70	4.65	-0.92	26.84	10.58	5.22	13.33	-1.79	-15.76	64.07	-7.92	-5.00	7.30	0.63	-24.53	66.13	-4.99	-8.72	32.55	4.10	-0.86	27.66	9.44	3.30	18.31	-0.61	-15.81	64.57	-8.98	-4.35	7.87	0.19	-24.80	66.22	-8.67	-12.18	34.76	4.87	-1.65	33.23	10.20	3.49	16.79	-1.00	-16.46	62.55	-4.49	-2.93	11.50	-0.26	-25.15	64.57	-2.82	-9.16
10	31.69	1.97	5.13	0.49	-1.10	0.54	28.26	3.19	10.99	0.67	4.16	1.21	16.65	2.66	-0.91	0.52	-15.87	0.55	64.47	0.80	-7.08	2.32	-3.98	1.04	9.25	2.17	0.07	0.30	-24.33	0.31	66.52	0.69	-5.15	3.40	-9.58	1.73	29.80	5.10	-0.50	26.01	11.35	5.56	13.67	-1.48	-15.67	64.45	-7.77	-5.01	7.68	0.38	-24.20	66.94	-4.61	-8.32	31.54	4.66	-1.26	26.86	10.21	3.47	18.80	-0.47	-15.44	65.28	-8.97	-4.00	8.34	0.04	-24.68	66.89	-8.78	-11.55	33.74	5.63	-1.55	31.91	11.41	3.45	17.47	-0.78	-16.49	63.68	-4.49	-2.92	11.72	-0.22	-24.10	65.72	-2.05	-8.87
11	30.63	1.92	5.51	0.56	-0.99	0.86	27.17	2.92	11.67	0.75	4.15	1.29	16.86	2.74	-0.52	0.43	-15.93	0.80	65.25	0.71	-7.06	2.24	-3.73	1.04	9.30	2.05	-0.09	0.16	-23.91	0.62	67.40	0.50	-4.88	3.70	-9.03	1.58	28.79	5.38	-0.00	25.03	11.86	5.63	13.77	-1.00	-15.76	64.95	-7.60	-4.82	7.72	0.07	-23.98	67.75	-4.42	-7.77	30.47	5.03	-1.59	25.98	10.84	3.53	19.01	-0.18	-15.22	66.06	-8.98	-3.62	8.56	-0.12	-24.50	67.62	-8.78	-10.81	32.62	6.13	-1.38	30.50	12.31	3.30	17.79	-0.38	-16.80	64.75	-4.60	-2.75	11.61	-0.24	-23.25	66.83	-1.43	-8.52
12	29.53	1.87	5.71	0.60	-0.83	1.25	26.01	2.73	12.11	0.81	4.02	1.29	16.84	2.78	-0.02	0.35	-16.21	1.12	66.03	0.72	-7.11	2.13	-3.40	1.03	9.11	1.97	-0.32	0.05	-23.69	0.74	68.26	0.35	-4.77	3.81	-8.44	1.50	27.74	5.53	0.56	23.88	12.14	5.51	13.70	-0.43	-16.09	65.52	-7.48	-4.48	7.48	-0.28	-23.98	68.54	-4.51	-7.13	29.38	5.23	-1.87	25.04	11.28	3.44	19.01	0.23	-15.15	66.86	-9.02	-3.29	8.55	-0.29	-24.24	68.37	-8.70	-10.08	31.47	6.38	-1.18	29.09	12.89	3.12	17.82	0.14	-17.38	65.71	-4.82	-2.44	11.30	-0.37	-22.85	67.87	-1.10	-8.10
13	28.44	1.84	5.79	0.60	-0.63	1.63	24.82	2.66	12.34	0.82	3.86	1.24	16.70	2.80	0.54	0.30	-16.73	1.45	66.79	0.77	-7.27	2.00	-3.03	0.98	8.78	1.99	-0.60	0.09	-23.81	0.62	69.08	0.23	-4.89	3.72	-7.84	1.49	26.66	5.62	1.14	22.62	12.26	5.29	13.54	0.18	-16.71	66.16	-7.47	-4.01	7.02	-0.66	-24.29	69.29	-4.85	-6.46	28.32	5.29	-2.06	24.05	11.56	3.27	18.87	0.71	-15.30	67.65	-9.15	-3.03	8.38	-0.50	-24.02	69.10	-8.63	-9.41	30.33	6.45	-0.96	27.78	13.20	3.02	17.68	0.72	-18.20	66.56	-5.17	-2.04	10.94	-0.65	-23.11	68.84	-1.20	-7.63
14	27.37	1.84	5.80	0.57	-0.37	1.95	23.65	2.72	12.43	0.80	3.77	1.15	16.47	2.80	1.09	0.28	-17.50	1.74	67.52	0.81	-7.54	1.91	-2.65	0.93	8.39	2.10	-0.95	0.18	-24.31	0.48	69.85	0.12	-5.23	3.47	-7.30	1.51	25.57	5.71	1.73	21.30	12.28	5.09	13.32	0.77	-17.58	66.82	-7.61	-3.47	6.43	-1.03	-24.86	69.99	-5.35	-5.86	27.30	5.28	-2.13	23.03	11.70	3.09	18.66	1.22	-15.72	68.41	-9.41	-2.84	8.12	-0.74	-24.00	69.83	-8.64	-8.87	29.25	6.41	-0.70	26.62	13.29	3.12	17.43	1.30	-19.19	67.32	-5.60	-1.64	10.60	-1.08	-24.06	69.75	-1.71	-7.16
15	26.33	1.86	5.77	0.54	-0.04	2.18	22.53	2.87	12.39	0.74	3.83	1.03	16.19	2.79	1.63	0.30	-18.42	1.93	68.20	0.84	-7.88	1.89	-2.32	0.89	7.97	2.28	-1.34	0.31	-25.12	0.76	70.58	0.05	-5.68	3.14	-6.87	1.53	24.49	5.79	2.29	19.97	12.24	4.99	13.05	1.29	-18.61	67.49	-7.85	-2.93	5.77	-1.35	-25.53	70.61	-5.81	-5.41	26.30	5.22	-2.04	22.00	11.74	3.01	18.40	1.73	-16.41	69.13	-9.78	-2.72	7.82	-1.01	-24.24	70.53	-8.75	-8.46	28.20	6.29	-0.38	25.63	13.19	3.51	17.11	1.86	-20.25	67.98	-6.00	-1.30	10.32	-1.64	-25.59	70.60	-2.47	-6.74
16	25.30	1.89	5.68	0.52	0.35	2.30	21.46	3.07	12.27	0.64	4.10	0.95	15.85	2.77	2.13	0.35	-19.35	1.99	68.82	0.86	-8.16	1.96	-2.09	0.87	7.54	2.49	-1.73	0.51	-26.07	1.32	71.25	0.12	-6.08	2.83	-6.59	1.54	23.41	5.83	2.79	18.67	12.17	4.99	12.75	1.74	-19.60	68.13	-8.08	-2.49	5.07	-1.59	-26.07	71.16	-6.04	-5.13	25.32	5.10	-1.77	20.97	11.68	3.10	18.08	2.24	-17.26	69.78	-10.16	-2.69	7.49	-1.30	-24.75	71.20	-8.94	-8.19	27.19	6.11	0.02	24.75	12.94	4.21	16.71	2.41	-21.21	68.57	-6.24	-1.09	10.05	-2.30	-27.39	71.38	-3.27	-6.44
17	24.28	1.93	5.53	0.53	0.78	2.27	20.41	3.28	12.07	0.54	4.56	1.00	15.44	2.72	2.59	0.45	-20.13	1.94	69.39	0.87	-8.29	2.08	-1.98	0.89	7.06	2.67	-2.09	0.75	-26.97	1.95	71.85	0.23	-6.30	2.64	-6.47	1.53	22.33	5.81	3.19	17.41	12.08	5.08	12.41	2.09	-20.32	68.72	-8.17	-2.18	4.36	-1.71	-26.35	71.62	-5.96	-5.03	24.31	4.92	-1.32	19.92	11.54	3.40	17.69	2.74	-18.10	70.37	-10.43	-2.74	7.12	-1.59	-25.41	71.84	-9.10	-8.07	26.19	5.87	0.47	23.91	12.61	5.19	16.22	2.95	-21.96	69.08	-6.27	-1.01	9.70	-2.95	-29.16	72.09	-3.84	-6.29
18	23.24	1.96	5.35	0.59	1.19	2.11	19.35	3.44	11.86	0.49	5.13	1.24	14.98	2.64	2.98	0.57	-20.63	1.82	69.90	0.88	-8.20	2.19	-1.98	0.93	6.53	2.79	-2.35	0.98	-27.68	2.54	72.39	0.34	-6.28	2.62	-6.47	1.53	21.26	5.73	3.43	16.19	11.99	5.22	12.06	2.33	-20.65	69.26	-8.06	-2.02	3.68	-1.71	-26.33	72.03	-5.59	-5.03	23.27	4.67	-0.76	18.84	11.32	3.86	17.22	3.20	-18.80	70.90	-10.47	-2.89	6.67	-1.85	-26.10	72.42	-9.17	-8.08	25.18	5.64	0.91	23.01	12.27	6.32	15.65	3.40	-22.45	69.54	-6.09	-1.03	9.25	-3.48	-30.61	72.71	-4.07	-6.30
19	22.17	1.98	5.16	0.68	1.54	1.83	18.24	3.54	11.67	0.53	5.75	1.55	14.50	2.54	3.24	0.69	-20.86	1.72	70.38	0.88	-7.94	2.25	-2.07	0.99	5.97	2.82	-2.47	1.16	-28.14	3.03	72.86	0.44	-6.05	2.72	-6.55	1.57	20.20	5.63	3.48	15.00	11.94	5.39	11.73	2.45	-20.59	69.78	-7.76	-1.98	3.05	-1.58	-26.11	72.39	-5.06	-5.06	22.18	4.39	-0.14	17.70	11.06	4.41	16.71	3.58	-19.30	71.39	-10.27	-3.10	6.16	-2.04	-26.70	72.94	-9.12	-8.19	24.15	5.47	1.29	22.02	12.02	7.46	15.06	3.71	-22.69	69.96	-5.79	-1.12	8.69	-3.78	-31.62	73.26	-3.96	-6.41
20	21.08	1.97	5.02	0.79	1.78	1.46	17.06	3.56	11.54	0.63	6.35	1.85	14.00	2.41	3.36	0.80	-20.85	1.69	70.82	0.87	-7.57	2.22	-2.18	1.07	5.37	2.79	-2.42	1.27	-28.42	3.36	73.29	0.52	-5.73	2.83	-6.63	1.66	19.13	5.53	3.35	13.82	11.92	5.59	11.41	2.44	-20.20	70.27	-7.35	-1.99	2.49	-1.32	-25.86	72.74	-4.55	-5.02	21.03	4.11	0.45	16.48	10.81	5.00	16.16	3.84	-19.59	71.83	-9.90	-3.34	5.58	-2.12	-27.18	73.39	-8.96	-8.34	23.08	5.42	1.53	20.87	11.88	8.46	14.45	3.82	-22.77	70.37	-5.48	-1.21	8.06	-3.81	-32.22	73.75	-3.67	-6.55
21	19.94	1.95	4.91	0.91	1.86	1.08	15.78	3.51	11.47	0.73	6.87	2.03	13.51	2.28	3.33	0.87	-20.69	1.77	71.25	0.86	-7.22	2.12	-2.28	1.16	4.76	2.70	-2.20	1.30	-28.60	3.51	73.69	0.58	-5.44	2.90	-6.67	1.82	18.05	5.41	3.05	12.61	11.94	5.82	11.09	2.33	-19.62	70.74	-6.93	-2.01	1.98	-0.97	-25.71	73.07	-4.19	-4.86	19.83	3.86	0.94	15.18	10.63	5.57	15.61	3.94	-19.72	72.23	-9.48	-3.55	4.95	-2.06	-27.58	73.79	-8.75	-8.50	21.94	5.47	1.58	19.55	11.86	9.20	13.82	3.73	-22.74	70.76	-5.27	-1.28	7.37	-3.57	-32.50	74.21	-3.38	-6.64
